,Artist,Year,AlbumArtist,Album,AlbumURL,Credits
37,Adrian Belew,2013,Nine Inch Nails,Hesitation Marks,https://www.allmusic.com/album/hesitation-marks-mw0002555061,"Electronics, Guitar, Vocals (Background)"
38,Adrian Belew,2012,King Crimson,"Live In Argentina, 1994",https://www.allmusic.com/album/live-in-argentina-1994-mw0002365467,"Lyricist, Vocals, Guitar, Composer"
39,Adrian Belew,2012,Robert Fripp / Travis & Fripp / Theo Travis,Follow,https://www.allmusic.com/album/follow-mw0002410806,Composer
40,Adrian Belew,2012,Jars of Clay,Classic Albums Series: Jars of Clay/Much Afraid,https://www.allmusic.com/album/classic-albums-series-jars-of-clay-much-afraid-mw0002401552,Producer
41,Adrian Belew,2011,Ned Evett,Treehouse,https://www.allmusic.com/album/treehouse-mw0002314815,"Producer, Alarm Clock, Guitar, Organ, Piano"
42,Adrian Belew,2011,Kurt Elling,The Gate,https://www.allmusic.com/album/the-gate-mw0002087189,Composer
43,Adrian Belew,2011,Mariah Carey,The Essential Mariah Carey,https://www.allmusic.com/album/the-essential-mariah-carey-mw0002093503,Composer
44,Adrian Belew,2011,Various,Shame,https://www.allmusic.com/album/shame-mw0000861595,Composer
45,Adrian Belew,2011,Caifanes,Recupera Tus Clásicos,https://www.allmusic.com/album/recupera-tus-cl%C3%A1sicos-mw0002138359,"Direction, Realization"
46,Adrian Belew,2011,Various,Pink Floyd: The Wall - As Performed By,https://www.allmusic.com/album/pink-floyd-the-wall-as-performed-by-mw0002142000,"Guitar, Guitar (Acoustic), Vocals"
47,Adrian Belew,2011,Various,Karaoke Gold: In the Style of Mariah Carey,https://www.allmusic.com/album/karaoke-gold-in-the-style-of-mariah-carey-mw0002099790,Composer
48,Adrian Belew,2011,Frank Zappa,Hammersmith Odeon,https://www.allmusic.com/album/hammersmith-odeon-mw0002246096,"Vocals, Guitar"
49,Adrian Belew,2011,Various,A  Collection of Delicate Diamonds: A Tribute To Pink Floyd,https://www.allmusic.com/album/a-collection-of-delicate-diamonds-a-tribute-to-pink-floyd-mw0002139307,"Guitar, Vocals"
50,Adrian Belew,2010,Jars of Clay,Triple Feature: Jars of Clay/Much Afraid/If I Left the Zoo,https://www.allmusic.com/album/triple-feature-jars-of-clay-much-afraid-if-i-left-the-zoo-mw0002092737,Producer
51,Adrian Belew,2010,Herbie Hancock,The Complete Columbia Album Collection 1972-1988,https://www.allmusic.com/album/the-complete-columbia-album-collection-1972-1988-mw0002003363,"Composer, Guitar"
52,Adrian Belew,2010,King Crimson,"The Collectable King Crimson, Vol. 5: Live in Japan, 1995",https://www.allmusic.com/album/the-collectable-king-crimson-vol-5-live-in-japan-1995-mw0002025741,"Vocals, Guitar, Composer"
53,Adrian Belew,2010,Trent Reznor / Atticus Ross / Trent Reznor & Atticus Ross,The  Social Network [Original Score],https://www.allmusic.com/album/the-social-network-original-score--mw0002055443,Guitar
54,Adrian Belew,2010,Mariah Carey,Playlist: The Very Best of Mariah Carey,https://www.allmusic.com/album/playlist-the-very-best-of-mariah-carey-mw0001953978,Composer
55,Adrian Belew,2010,Various,Hot Tub Time Machine [Original Motion Picture Soundtrack],https://www.allmusic.com/album/hot-tub-time-machine-original-motion-picture-soundtrack--mw0001960958,Guitar
56,Adrian Belew,2010,Tom Tom Club,Genius of Live,https://www.allmusic.com/album/genius-of-live-mw0002029794,Composer
57,Adrian Belew,2010,The New Czars,Doomsday Revolution,https://www.allmusic.com/album/doomsday-revolution-mw0002033049,"Group Member, Composer, Guitar, Sitar (Electric), Soloist, Vocals (Background)"
58,Adrian Belew,2010,Mariah Carey,Daydream/Mariah Carey,https://www.allmusic.com/album/daydream-mariah-carey-mw0001990298,Composer
59,Adrian Belew,2010,Mondo Marcio,Animale in Gabbia,https://www.allmusic.com/album/animale-in-gabbia-mw0001974155,Composer
60,Adrian Belew,2009,Various,"WOW Essentials, Vol. 2: All-Time Favorite Christian Songs",https://www.allmusic.com/album/wow-essentials-vol-2-all-time-favorite-christian-songs-mw0000811711,Producer
61,Adrian Belew,2009,Adrian Belew / Kevin Max,Raven Songs 101,https://www.allmusic.com/album/raven-songs-101-mw0001723116,Primary Artist
62,Adrian Belew,2009,Various,Out Come the Freaks! An Island Post Punk Anthology,https://www.allmusic.com/album/out-come-the-freaks%21-an-island-post-punk-anthology-mw0001353283,Composer
63,Adrian Belew,2009,Caifanes,Lo Esencial de Caifanes,https://www.allmusic.com/album/lo-esencial-de-caifanes-mw0001330261,"Direction, Realization"
64,Adrian Belew,2009,The Crimson Jazz Trio,"King Crimson Songbook, Vol. 2",https://www.allmusic.com/album/king-crimson-songbook-vol-2-mw0000812547,Composer
65,Adrian Belew,2009,Various,"Def Jam 25, Vol. 10: Feature Presentation",https://www.allmusic.com/album/def-jam-25-vol-10-feature-presentation-mw0002395072,Composer
66,Adrian Belew,2009,King Crimson,"Collectable King Crimson, Vol. 4",https://www.allmusic.com/album/collectable-king-crimson-vol-4-mw0000817272,"Member of Attributed Artist, Vocals, Guitar, Composer"
67,Adrian Belew,2009,Sugar Beats,80's Greaties,https://www.allmusic.com/album/80s-greaties-mw0000806807,Composer
68,Adrian Belew,2009,King Crimson,40th Anniversary Tour Box,https://www.allmusic.com/album/40th-anniversary-tour-box-mw0000820018,"Vocals, Guitar, Performer, Group Member"
69,Adrian Belew,2008,Adrian Belew,Young Lions/Pretty Pink Rose,https://www.allmusic.com/album/young-lions-pretty-pink-rose-mw0000800795,"Primary Artist, Producer, Audio Production, Vocals, Duet, Musician, Composer"
70,Adrian Belew,2008,King Crimson,"The Collectable King Crimson, Vol. 3: Live in London, Pts. 1-2 1996",https://www.allmusic.com/album/the-collectable-king-crimson-vol-3-live-in-london-pts-1-2-1996-mw0000785258,"Vocals, Guitar, Composer"
71,Adrian Belew,2008,Mike Zirkel,The Album,https://www.allmusic.com/album/the-album-mw0001918370,"Vocals, Guitar (Synthesizer)"
72,Adrian Belew,2008,Wave Mechanics Union,Second Season,https://www.allmusic.com/album/second-season-mw0001458598,Composer
73,Adrian Belew,2008,Various,"Rock and Roll with Piano, Vol. 13",https://www.allmusic.com/album/rock-and-roll-with-piano-vol-13-mw0000784354,Composer
74,Adrian Belew,2008,Andrew Gorczyca,Reflections: An Act of Glass,https://www.allmusic.com/album/reflections-an-act-of-glass-mw0000811455,"Member of Attributed Artist, Vocals, Guitar"
75,Adrian Belew,2008,Asia,Progressive Rock Friends,https://www.allmusic.com/album/progressive-rock-friends-mw0000801484,"Vocals, Guitar, Primary Artist"
76,Adrian Belew,2008,Various,Playlist: New Wave,https://www.allmusic.com/album/playlist-new-wave-mw0001660635,Guitar
77,Adrian Belew,2008,Cyndi Lauper,Original Album Classics,https://www.allmusic.com/album/original-album-classics-mw0000809880,Main Personnel
78,Adrian Belew,2008,Frank Zappa,One Shot Deal,https://www.allmusic.com/album/one-shot-deal-mw0000793892,Guitar
79,Adrian Belew,2008,King Crimson,"Live in New York, NY 1982",https://www.allmusic.com/album/live-in-new-york-ny-1982-mw0001669562,"Vocals, Guitar"
80,Adrian Belew,2008,Cyndi Lauper,Greatest Hits [Steel Box Collection],https://www.allmusic.com/album/greatest-hits-steel-box-collection--mw0000809724,Main Personnel
81,Adrian Belew,2008,Jars of Clay,Greatest Hits,https://www.allmusic.com/album/greatest-hits-mw0000498025,Producer
82,Adrian Belew,2008,Nine Inch Nails,Ghosts I-IV,https://www.allmusic.com/album/ghosts-i-iv-mw0000783108,"Guest Artist, Main Personnel, Guitar, Marimba, Electronics, Composer"
83,Adrian Belew,2008,Various,Funky Nassau: The Compass Point Story 1980-1986,https://www.allmusic.com/album/funky-nassau-the-compass-point-story-1980-1986-mw0000781624,Composer
84,Adrian Belew,2008,Mariah Carey,E=MC²,https://www.allmusic.com/album/emc%C2%B2-mw0000496749,Composer
85,Adrian Belew,2008,Caifanes,De Caifanes a Jaguares [DVD],https://www.allmusic.com/album/de-caifanes-a-jaguares-dvd--mw0001660008,"Direction, Realization"
86,Adrian Belew,2008,Caifanes / De Caifanes a Jaguares / Jaguares,De Caifanes a Jaguares,https://www.allmusic.com/album/de-caifanes-a-jaguares-mw0000783061,"Direction, Realization"
87,Adrian Belew,2007,Various,Ultra Sexy/Cool: Music for How You Live,https://www.allmusic.com/album/ultra-sexy-cool-music-for-how-you-live-mw0000584833,Primary Artist
88,Adrian Belew,2007,Various,This is Guitar Gods,https://www.allmusic.com/album/this-is-guitar-gods-mw0000780055,Primary Artist
89,Adrian Belew,2007,Paul Simon,The Essential Paul Simon,https://www.allmusic.com/album/the-essential-paul-simon-mw0000745557,"Guitar, Guitar (Synthesizer)"
90,Adrian Belew,2007,Jars of Clay,The Essential Jars of Clay,https://www.allmusic.com/album/the-essential-jars-of-clay-mw0000585019,"Producer, Audio Production, Additional Personnel, Mandolin, Cello, Guitar (Bass), Bass, String Arrangements"
91,Adrian Belew,2007,King Crimson,"The Collectable King Crimson, Vol. 2 Live in Bath 1981",https://www.allmusic.com/album/the-collectable-king-crimson-vol-2-live-in-bath-1981-mw0000479243,"Member of Attributed Artist, Vocals, Guitar, Composer"
92,Adrian Belew,2007,Mariah Carey,The Adventures of Mimi,https://www.allmusic.com/album/the-adventures-of-mimi-mw0001236932,Composer
93,Adrian Belew,2007,Various,Re-Building the Wall: A Tribute to Pink Floyd,https://www.allmusic.com/album/re-building-the-wall-a-tribute-to-pink-floyd-mw0001507520,Primary Artist
94,Adrian Belew,2007,Various,R&B Anthems,https://www.allmusic.com/album/r-amp-b-anthems-mw0001568006,Composer
95,Adrian Belew,2007,Various,Pink Box: Songs of Pink Floyd,https://www.allmusic.com/album/pink-box-songs-of-pink-floyd-mw0000492353,"Vocals, Primary Artist"
96,Adrian Belew,2007,Various,Old School Funk Celebration,https://www.allmusic.com/album/old-school-funk-celebration-mw0000486299,Composer
97,Adrian Belew,2007,Danny Morgan,It's Always Summer,https://www.allmusic.com/album/its-always-summer-mw0001628584,Composer
98,Adrian Belew,2007,Various,Instant Karma: The Amnesty International Campaign to Save Darfur,https://www.allmusic.com/album/instant-karma-the-amnesty-international-campaign-to-save-darfur-mw0000577865,"Producer, Guitar"
99,Adrian Belew,2007,The Bears,Eureka!,https://www.allmusic.com/album/eureka%21-mw0001168621,Composer
100,Adrian Belew,2007,Mariah Carey,Daydream/Butterfly,https://www.allmusic.com/album/daydream-butterfly-mw0001181648,Composer
101,Adrian Belew,2007,Various,"Culture Club, Vol. 5: Pt. 2",https://www.allmusic.com/album/culture-club-vol-5-pt-2-mw0001510399,Composer
102,Adrian Belew,2007,King Crimson,"Collector's Box, Vol. 5: 1995 & After",https://www.allmusic.com/album/collectors-box-vol-5-1995-amp-after-mw0001144840,"Vocals, Guitar"
103,Adrian Belew,2007,King Crimson,"Collector's Box, Vol. 4: 1981-1982",https://www.allmusic.com/album/collectors-box-vol-4-1981-1982-mw0001394490,"Vocals, Guitar, Composer"
104,Adrian Belew,2006,Various,Viva Tin Tan,https://www.allmusic.com/album/viva-tin-tan-mw0000702058,"Didjeridu, Realization"
105,Adrian Belew,2006,Frank Zappa,Trance-Fusion,https://www.allmusic.com/album/trance-fusion-mw0000735222,"Main Personnel, Guitar, Guitar (Rhythm)"
106,Adrian Belew,2006,Sara Hickman,The Motherlode,https://www.allmusic.com/album/the-motherlode-mw0000417437,Guest Artist
107,Adrian Belew,2006,Various,The Greatest 80's Hits of All Time,https://www.allmusic.com/album/the-greatest-80s-hits-of-all-time-mw0001477717,Composer
108,Adrian Belew,2006,Various,The Definitive Groove Collection: Sugar Hill Records,https://www.allmusic.com/album/the-definitive-groove-collection-sugar-hill-records-mw0000582840,Composer
109,Adrian Belew,2006,King Crimson,The Condensed 21st Century Guide to King Crimson: 1969-2003,https://www.allmusic.com/album/the-condensed-21st-century-guide-to-king-crimson-1969-2003-mw0000452868,"Vocals, Guitar, Composer"
110,Adrian Belew,2006,King Crimson,"The Collectors' King Crimson, Vol. 10",https://www.allmusic.com/album/the-collectors-king-crimson-vol-10-mw0000742164,"Vocals, Guitar, Composer"
111,Adrian Belew,2006,Between the Buried and Me,The Anatomy Of,https://www.allmusic.com/album/the-anatomy-of-mw0000722228,Composer
112,Adrian Belew,2006,The 4-Squares,Steve's Hamper,https://www.allmusic.com/album/steves-hamper-mw0000229303,Composer
113,Adrian Belew,2006,Adrian Belew,Side Three,https://www.allmusic.com/album/side-three-mw0000408787,"Primary Artist, Producer, Main Personnel, Vocals, Multi Instruments, Paintings, Composer"
114,Adrian Belew,2006,Various,Return to the Dark Side of the Moon,https://www.allmusic.com/album/return-to-the-dark-side-of-the-moon-mw0000416487,"Featured Artist, Vocals"
115,Adrian Belew,2006,Tony Levin,Resonator,https://www.allmusic.com/album/resonator-mw0000659855,"Guest Artist, Main Personnel, Guitar"
116,Adrian Belew,2006,Various,Pink Floyd's The Wall Revisited,https://www.allmusic.com/album/pink-floyds-the-wall-revisited-mw0000400298,"Vocals, Guitar, Guitar (Acoustic), Primary Artist"
117,Adrian Belew,2006,Various,Old School Celebration,https://www.allmusic.com/album/old-school-celebration-mw0000344933,Composer
118,Adrian Belew,2006,King Crimson,"Live in Munich, September 29, 1982",https://www.allmusic.com/album/live-in-munich-september-29-1982-mw0001638139,"Lyricist, Vocals, Guitar, Composer"
119,Adrian Belew,2006,ProjeKct Two,"Live in Chicago, Il 1998",https://www.allmusic.com/album/live-in-chicago-il-1998-mw0001218543,"Vocals, Electronic Drums, Group Member, Composer"
120,Adrian Belew,2006,King Crimson,"Live at the Wiltern, 1995",https://www.allmusic.com/album/live-at-the-wiltern-1995-mw0001643052,"Guitar, Voices"
121,Adrian Belew,2006,Larry Levan,Journey into Paradise: The Larry Levan Story,https://www.allmusic.com/album/journey-into-paradise-the-larry-levan-story-mw0000721577,Guitar
122,Adrian Belew,2006,Various,Hip Hop Essentials [Box Set],https://www.allmusic.com/album/hip-hop-essentials-box-set--mw0000445743,Composer
123,Adrian Belew,2006,Joe Cocker,Gold,https://www.allmusic.com/album/gold-mw0000346946,"Main Personnel, Guitar"
124,Adrian Belew,2006,Various,Dance Classics: The Ultimate Collection [Universal International],https://www.allmusic.com/album/dance-classics-the-ultimate-collection-universal-international--mw0001442435,Composer
125,Adrian Belew,2005,Various,Wow #1s: 31 of the Greatest Christian Music Hits Ever,https://www.allmusic.com/album/wow-1s-31-of-the-greatest-christian-music-hits-ever-mw0000253097,Producer
126,Adrian Belew,2005,Various,Ultimate 16: Retro '80s,https://www.allmusic.com/album/ultimate-16-retro-80s-mw0000704133,Composer
127,Adrian Belew,2005,Jean-Michel Jarre,The Essential Jean Michel Jarre,https://www.allmusic.com/album/the-essential-jean-michel-jarre-mw0000705394,"Guest Artist, Main Personnel, Guitar, Primary Artist"
128,Adrian Belew,2005,Ol' Dirty Bastard,The Definitive Ol' Dirty Bastard Story,https://www.allmusic.com/album/the-definitive-ol-dirty-bastard-story-mw0000538104,Composer
129,Adrian Belew,2005,King Crimson,"The 21st Century Guide to King Crimson, Vol. 2: 1981-2003",https://www.allmusic.com/album/the-21st-century-guide-to-king-crimson-vol-2-1981-2003-mw0000181648,"Vocals, Guitar, Drums, Composer"
130,Adrian Belew,2005,Talking Heads,Talking Heads,https://www.allmusic.com/album/talking-heads-mw0000176392,Guitar
131,Adrian Belew,2005,Adrian Belew,Side Two,https://www.allmusic.com/album/side-two-mw0000702274,"Primary Artist, Producer, Audio Production, Main Personnel, Vocals, Various Instruments, Guitar, Multi Instruments, Paintings, Composer"
132,Adrian Belew,2005,Adrian Belew,Side One,https://www.allmusic.com/album/side-one-mw0000374383,"Primary Artist, Producer, Audio Production, Main Personnel, Vocals, Various Instruments, Guitar, Paintings, Instrumentation, Composer"
133,Adrian Belew,2005,Various,Of Hands and Hearts: Music for the Tsunami Disaster Fund,https://www.allmusic.com/album/of-hands-and-hearts-music-for-the-tsunami-disaster-fund-mw0000209238,"Producer, Composer, Primary Artist"
134,Adrian Belew,2005,Adrian Belew,Lone Rhino/Twang Bar King,https://www.allmusic.com/album/lone-rhino-twang-bar-king-mw0000187227,"Primary Artist, Producer, Arranger, Audio Production, Main Personnel, Vocals, Guitar, Flute, Flute (Wood), Drums, Percussion, Effects, Composer"
135,Adrian Belew,2005,King Crimson,"Live in Warsaw, 2000",https://www.allmusic.com/album/live-in-warsaw-2000-mw0001394999,"Vocals, Guitar, Composer"
136,Adrian Belew,2005,The Crimson Jazz Trio,"King Crimson Songbook, Vol. 1",https://www.allmusic.com/album/king-crimson-songbook-vol-1-mw0000672766,Composer
137,Adrian Belew,2005,Various,"Hip Hop Essentials, Vol. 1",https://www.allmusic.com/album/hip-hop-essentials-vol-1-mw0000348253,Composer
138,Adrian Belew,2005,Man on Fire,Habitat,https://www.allmusic.com/album/habitat-mw0000425948,"Additional Personnel, Guitar, Guitar (Rhythm), Effects"
139,Adrian Belew,2005,Fission Trip,Fission Trip,https://www.allmusic.com/album/fission-trip-mw0000261776,"Guest Artist, Additional Personnel, Guitar"
140,Adrian Belew,2005,Jean-Michel Jarre,Equinoxe/Zoolook,https://www.allmusic.com/album/equinoxe-zoolook-mw0000519743,"Guitar, Effects"
141,Adrian Belew,2005,Porcupine Tree,Deadwing,https://www.allmusic.com/album/deadwing-mw0000142633,"Guest Artist, Guitar, Soloist"
142,Adrian Belew,2005,Jaguares,Cronicas de un Laberinto,https://www.allmusic.com/album/cronicas-de-un-laberinto-mw0000207745,"Additional Personnel, Guitar, Koto, Keyboards, Vocals (Background), Coros"
143,Adrian Belew,2005,Various,Back Against the Wall: A Tribute to Pink Floyd,https://www.allmusic.com/album/back-against-the-wall-a-tribute-to-pink-floyd-mw0000170553,"Guest Artist, Vocals, Guitar (Acoustic), Featured Artist, Guitar"
144,Adrian Belew,2005,Saul Zonana,42 Days,https://www.allmusic.com/album/42-days-mw0000149392,"Producer, Audio Production, Main Personnel, Vocals, Guitar"
145,Adrian Belew,2005,Various,"12""/'80s/2",https://www.allmusic.com/album/12-quot-80s-2-mw0000688780,Composer
146,Adrian Belew,2004,Joe Cocker,Ultimate Collection [Hip-O],https://www.allmusic.com/album/ultimate-collection-hip-o--mw0002310437,Guitar
147,Adrian Belew,2004,Patti Smith,Trampin',https://www.allmusic.com/album/trampin-mw0000339125,Composer
148,Adrian Belew,2004,Culture,This Is Crucial Reggae,https://www.allmusic.com/album/this-is-crucial-reggae-mw0000211027,"Composer, Primary Artist"
149,Adrian Belew,2004,Paul Simon,The Studio Recordings 1972-2000,https://www.allmusic.com/album/the-studio-recordings-1972-2000-mw0000470471,"Guitar, Guitar (Synthesizer)"
150,Adrian Belew,2004,Vitamin String Quartet,The String Quartet Tribute to Mariah Carey,https://www.allmusic.com/album/the-string-quartet-tribute-to-mariah-carey-mw0000205540,Composer
151,Adrian Belew,2004,Cyndi Lauper,The Collection,https://www.allmusic.com/album/the-collection-mw0000656096,"Guest Artist, Arranger, Guitar"
152,Adrian Belew,2004,Talking Heads,The Best of Talking Heads,https://www.allmusic.com/album/the-best-of-talking-heads-mw0000150056,Guitar
153,Adrian Belew,2004,Training for Utopia,Technical Difficulties,https://www.allmusic.com/album/technical-difficulties-mw0000697472,Composer
154,Adrian Belew,2004,Various,"Suburbia Compilation, Vol. 2",https://www.allmusic.com/album/suburbia-compilation-vol-2-mw0000433273,Composer
155,Adrian Belew,2004,Frank Zappa,Quaudiophiliac,https://www.allmusic.com/album/quaudiophiliac-mw0000255857,"Guest Artist, Main Personnel, Guitar"
156,Adrian Belew,2004,King Crimson,"ProjeKct Three: Live in Austin, TX  March 25, 1999",https://www.allmusic.com/album/projekct-three-live-in-austin-tx-march-25-1999-mw0001005131,Composer
157,Adrian Belew,2004,Various,Old School Nation!,https://www.allmusic.com/album/old-school-nation%21-mw0000219278,Composer
158,Adrian Belew,2004,Various,"Old School Jams, Vol. 5",https://www.allmusic.com/album/old-school-jams-vol-5-mw0000633815,Composer
159,Adrian Belew,2004,Frank Jordan,Milk the Thrills,https://www.allmusic.com/album/milk-the-thrills-mw0000332178,Composer
160,Adrian Belew,2004,King Crimson,"Live in Philadelphia, PA: July 30, 1982",https://www.allmusic.com/album/live-in-philadelphia-pa-july-30-1982-mw0002618499,"Vocals, Guitar, Composer"
161,Adrian Belew,2004,King Crimson,"Live in Philadelphia, PA, August 26th, 1996",https://www.allmusic.com/album/live-in-philadelphia-pa-august-26th-1996-mw0001006798,"Vocals, Guitar, Composer, Lyricist"
162,Adrian Belew,2004,William Shatner,Has Been,https://www.allmusic.com/album/has-been-mw0000167771,"Main Personnel, Guitar"
163,Adrian Belew,2004,Rachel Z,Everlasting,https://www.allmusic.com/album/everlasting-mw0000455695,Composer
164,Adrian Belew,2004,Various,Chartbuster Karaoke: Mariah Carey 1990-1993,https://www.allmusic.com/album/chartbuster-karaoke-mariah-carey-1990-1993-mw0001369031,Composer
165,Adrian Belew,2004,Various,Chartbuster Karaoke: Greatest Songs of 90s Pop Hits,https://www.allmusic.com/album/chartbuster-karaoke-greatest-songs-of-90s-pop-hits-mw0001895799,Composer
166,Adrian Belew,2003,Nusound,World Moods,https://www.allmusic.com/album/world-moods-mw0000319238,Composer
167,Adrian Belew,2003,Mariah Carey,The Remixes,https://www.allmusic.com/album/the-remixes-mw0000319981,Composer
168,Adrian Belew,2003,King Crimson,The Power to Believe Tour Box,https://www.allmusic.com/album/the-power-to-believe-tour-box-mw0001284198,"Vocals, Guitar, Electronic Percussion, Composer"
169,Adrian Belew,2003,King Crimson,The Power to Believe,https://www.allmusic.com/album/the-power-to-believe-mw0000018851,"Member of Attributed Artist, Vocals, Guitar, Group Member, Composer"
